7 лет ИТЛ, отбыв.: Коми АССР, освоб. 1956;1
7 лет ИТЛ, отбыв.: Коми АССР, освоб. 1946;1
7 лет ИТЛ, отбыв.: Коми АССР, Севжелдорлаг, освоб. 20.10.1955;1
7 лет ИТЛ, отбыв.: Колыма, освоб. 02.03.1944;1
7 лет ИТЛ, отбыв.: Кировская обл., ИТЛ МВД, полк 231/3, освоб. 1954;1
7 лет ИТЛ, отбыв.: Кизеллаг, ст.Кизел Пермской ж.д.|с 52г.-ст.Шексна Вологодской обл., освоб. 1956;1
7 лет ИТЛ, отбыв.: Коми АССР, п/о Микунь, п/я 219/6;1
7 лет ИТЛ, отбыв.: Карлаг, умер в ИТЛ 16.04.1944;1
7 лет ИТЛ, отбыв.: Карлаг МВД;1
7 лет ИТЛ, отбыв.: Камышинская тюрьма;1
7 лет ИТЛ, отбыв.: Казахстан;1
7 лет ИТЛ, отбыв.: ИТЛ г. Каунас;1
7 лет ИТЛ, отбыв.: Дубравлаг, умер 02.11.1943, в ИТЛ;1
7 лет ИТЛ, отбыв.: Дальлаг НКВД СССР;1
7 лет ИТЛ, отбыв.: Карлаг, освоб. 09.05.1955;1
7 лет ИТЛ, отбыв.: Коми АССТ, освоб. 08.03.1951;1
7 лет ИТЛ, отбыв.: Котласлаг, умер 25.04.1959;1
7 лет ИТЛ, отбыв.: Краслаг, умер 07.08.1948;1
7 лет ИТЛ, отбыв.: Печерлаг НКВД;1
7 лет ИТЛ, отбыв.: Пензенская обл., освоб. 20.07.1956;1
7 лет ИТЛ, отбыв.: Оршанская тюрьма, освоб. 20.01.1939;1
7 лет ИТЛ, отбыв.: Озерный ИТЛ Красноярский край;1
7 лет ИТЛ, отбыв.: Озерлаг, г.Тайшет иркутской обл., освоб. 14.11.1955;1
7 лет ИТЛ, отбыв.: ОЛП-2 Куйбышевской обл. Освоб.: 02.11.1947;1
7 лет ИТЛ, отбыв.: Норильлаг, ст.Молотова;1
7 лет ИТЛ, отбыв.: Норильлаг Красноярского края;1
7 лет ИТЛ, отбыв.: Молотовский ИТЛ, Архангельская обл., освоб. 28.01.1952;1
7 лет ИТЛ, отбыв.: Минская тюрьма;1
7 лет ИТЛ, отбыв.: Магаданская обл., умер 22.02.1942, в ИТЛ;1
